estimatedMarketValue,gender,id,image,thumbnail,link1,link2,link3,name,colorway,releaseDate,releaseYear,retailPrice,silhouette,sku,story,NZDvalue,USDvalue
60.0,men,f5a09cd1-112a-4876-b0b7-56ab9462777e,https://image.goat.com/attachments/product_template_pictures/images/056/749/487/original/DM3495_600.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/749/487/original/DM3495_600.png.png,, https://flightclub.com/chron-2-slip-sb-pink-salt-dm3495-600,https://goat.com/sneakers/chron-2-slip-sb-pink-salt-dm3495-600,Chron 2 Slip SB 'Pink Salt',Pink Salt/Pink Salt/Black/White,2021-06-28,2021,60.0,Chron SB,DM3495-600,,0,0
60.0,men,f8c65ba3-3e0b-431a-a48a-e7e5b6c0f94e,https://image.goat.com/attachments/product_template_pictures/images/056/749/476/original/DM3493_002.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/749/476/original/DM3493_002.png.png,, https://flightclub.com/chron-2-sb-black-gum-light-brown-dm3493-002,https://goat.com/sneakers/chron-2-sb-black-gum-light-brown-dm3493-002,Chron 2 SB 'Black Gum Light Brown',Black/Black/Gum Light Brown/White,2021-06-28,2021,60.0,Chron SB,DM3493-002,,0,0
120.0,women,fc3fc70a-fc38-4f4e-becb-d61d5edcc795,https://image.goat.com/attachments/product_template_pictures/images/056/749/419/original/CU5925_646.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/749/419/original/CU5925_646.png.png,, https://flightclub.com/wmns-air-zoom-superrep-2-crimson-bliss-concord-cu5925-646,https://goat.com/sneakers/wmns-air-zoom-superrep-2-crimson-bliss-concord-cu5925-646,Wmns Air Zoom SuperRep 2 'Crimson Bliss Concord',Crimson Bliss/Concord/Crimson Tint/Team Orange,2021-06-28,2021,120.0,Air Zoom SuperRep,CU5925-646,,0,0
265.0,men,19f91632-92ca-4bc5-88ab-5c275c75e1cd,https://image.goat.com/attachments/product_template_pictures/images/056/426/053/original/G54899.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/426/053/original/G54899.png.png,https://stockx.com/adidas-climacool-vento-crew-navy-white, https://flightclub.com/climacool-vento-crew-navy-g54899, https://goat.com/sneakers/climacool-vento-crew-navy-g54899,adidas Climacool Vento Crew Navy White,Crew Navy/Cloud White/Solar Red,2021-06-27,2021,140.0,Climacool Vento,G54899,"The adidas Climacool Vento ‘Crew Navy’ combines a ventilated build with responsive cushioning. Recycled content is incorporated into the dark blue upper, crafted from highly breathable mesh with tonal synthetic overlays for lightweight support. Floating white three-stripes adorn the quarter panel, while an orange tongue tag displays Climacool branding. Responsive cushioning arrives via a segmented Boost midsole, which works in tandem with a vented rubber outsole to improve airflow and dissipate interior heat.",0,0
66.0,infant,59dae9fc-964f-4486-9a42-a5f964d1312f,https://image.goat.com/attachments/product_template_pictures/images/056/696/883/original/943827_503.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/696/883/original/943827_503.png.png,, https://flightclub.com/sunray-protect-2-td-light-violet-crimson-bliss-943827-503,https://goat.com/sneakers/sunray-protect-2-td-light-violet-crimson-bliss-943827-503,Sunray Protect 2 TD 'Light Violet Crimson Bliss',Light Violet/Crimson Bliss/Metallic Platinum,2021-06-27,2021,36.0,Sunray Protect 2,943827-503,,0,0
190.0,men,687a1bbc-02aa-4221-bbc1-db94bbd5f4a2,https://image.goat.com/attachments/product_template_pictures/images/056/426/063/original/GY4940.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/426/063/original/GY4940.png.png,https://stockx.com/adidas-climacool-vento-white-team-victory-red, https://flightclub.com/climacool-vento-white-team-victory-red-gy4940, https://goat.com/sneakers/climacool-vento-white-team-victory-red-gy4940,adidas Climacool Vento White Team Victory Red,Cloud White/Team Victory Red/Cloud White,2021-06-27,2021,140.0,Climacool Vento,GY4940,"The adidas Climacool Vento ‘White Team Victory Red’ presents a simplistic two-tone colorway of a running shoe designed to keep active feet from overheating. The seamless upper is constructed from ultra-breathable mesh in Cloud White. Tonal synthetic overlays provide lightweight support, while a molded heel counter offers rearfoot stability. Crimson accents make their way to floating three-stripes and a plaid textile interior lining. A segmented Boost midsole and vented rubber outsole allow air to circulate.",0,0
160.0,men,73132731-2c30-4ffb-8da7-aa59b8f13044,https://image.goat.com/attachments/product_template_pictures/images/055/078/459/original/1011B189_021.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/055/078/459/original/1011B189_021.png.png,, https://flightclub.com/gel-kayano-28-carrier-grey-1011b189-021,https://goat.com/sneakers/gel-kayano-28-carrier-grey-1011b189-021,Gel Kayano 28 'Carrier Grey',Carrier Grey/Black,2021-06-27,2021,160.0,Gel Kayano,1011B189-021,,0,0
153.0,women,916eb33d-a11b-48d2-a12e-5841929f6719,https://image.goat.com/attachments/product_template_pictures/images/056/055/349/original/GV7673.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/055/349/original/GV7673.png.png,https://stockx.com/adidas-forum-mid-seed-w, https://flightclub.com/s-e-e-d-x-wmns-forum-mid-multi-gv7673, https://goat.com/sneakers/s-e-e-d-x-wmns-forum-mid-multi-gv7673,adidas Forum Mid S.E.E.D. (W),Team College Gold/Pulse Aqua/Pink Tint,2021-06-27,2021,120.0,Forum,GV7673,"The S.E.E.D. x adidas women’s Forum Mid ‘Multi’ is taken from a larger collection designed by the inaugural all-female class from the School for Experiential Education in Design. A discordant blend of colors is applied to mixed-material upper, highlighted by a mustard yellow leather toe box, pink leather quarter panel, and the Forum’s X-shaped overlay in pebbled brown leather. Bright aqua accents land on the sneaker’s adjustable ankle strap and webbing three-stripes. The vintage silhouette is mounted on a rubber cupsole, featuring contrast red stitching and a matching red rubber outsole.",0,0
195.0,men,b54d2d3b-c305-45c3-b9d1-b74c62df9c7c,https://image.goat.com/attachments/product_template_pictures/images/054/815/113/original/FZ4101.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/054/815/113/original/FZ4101.png.png,https://stockx.com/adidas-climacool-vento-black-silver-metallic, https://flightclub.com/climacool-vento-black-matte-silver-fz4101, https://goat.com/sneakers/climacool-vento-black-matte-silver-fz4101,adidas Climacool Vento Black Silver Metallic,Core Black/Matte Silver/Carbon,2021-06-27,2021,140.0,Climacool Vento,FZ4101,,0,0
61.0,infant,c9ba1537-817e-4e9d-9f40-b4f00aa9670c,https://image.goat.com/attachments/product_template_pictures/images/056/696/880/original/943827_001.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/696/880/original/943827_001.png.png,, https://flightclub.com/sunray-protect-2-td-black-white-943827-001,https://goat.com/sneakers/sunray-protect-2-td-black-white-943827-001,Sunray Protect 2 TD 'Black White',Black/White,2021-06-27,2021,36.0,Sunray Protect 2,943827-001,,0,0
115.0,infant,d7834ba2-09e3-4881-b0aa-4624e06451b8,https://image.goat.com/attachments/product_template_pictures/images/056/304/291/original/DC0479_300.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/304/291/original/DC0479_300.png.png,, https://flightclub.com/waffle-one-td-electric-green-dc0479-300,https://goat.com/sneakers/waffle-one-td-electric-green-dc0479-300,Waffle One TD 'Electric Green',Electric Green/Mean Green/Hyper Crimson/Black,2021-06-27,2021,60.0,Waffle One,DC0479-300,,0,0
130.0,women,ee738b4c-6966-4f42-b0f0-8b3f9dfe3342,https://image.goat.com/attachments/product_template_pictures/images/056/696/954/original/S24028.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/696/954/original/S24028.png.png,, https://flightclub.com/karlie-kloss-x-wmns-x9000-ambient-blush-multi-s24028,https://goat.com/sneakers/karlie-kloss-x-wmns-x9000-ambient-blush-multi-s24028,Karlie Kloss x Wmns X9000 'Ambient Blush Multi',Ambient Blush/Pulse Yellow/Ambient Sky,2021-06-27,2021,140.0,X9000,S24028,,0,0
165.0,men,0317b71d-346b-4f0e-988f-68936a5aa87b,https://image.goat.com/attachments/product_template_pictures/images/056/843/154/original/GX5005.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/843/154/original/GX5005.png.png,, https://flightclub.com/end-x-neighborhood-x-samba-black-leopard-gx5005,https://goat.com/sneakers/end-x-neighborhood-x-samba-black-leopard-gx5005,END. x Neighborhood x Samba 'Black Leopard',Core Black/Leopard/Core Black,2021-06-26,2021,160.0,Samba,GX5005,,0,0
100.0,men,05391041-581e-4a33-b4cb-858d26da1a93,https://image.goat.com/attachments/product_template_pictures/images/056/696/951/original/MS327RF1_2E.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/696/951/original/MS327RF1_2E.png.png,, https://flightclub.com/327-2e-wide-moonbeam-ms327rf1-2e,https://goat.com/sneakers/327-2e-wide-moonbeam-ms327rf1-2e,327 2E Wide 'Moonbeam',Moonbeam/White,2021-06-26,2021,100.0,327,MS327RF1-2E,,0,0
135.0,men,20f71521-b653-43c0-b19a-d17c706bbeb3,https://image.goat.com/attachments/product_template_pictures/images/056/304/387/original/S70601_1.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/304/387/original/S70601_1.png.png,https://stockx.com/saucony-azura-acribik-tech-noir, https://flightclub.com/acribik-x-azura-tech-noir-s70601-1, https://goat.com/sneakers/acribik-x-azura-tech-noir-s70601-1,Saucony Azura Acribik Tech Noir,Black/Pink,2021-06-26,2021,180.0,Azura,S70601-1,"Conceived in partnership with the German sneaker boutique, the Acribik x Saucony Azura ‘Tech Noir’ draws inspiration from the movies and TV shows of the ‘80s. To that end, a gradient blend of purple and blue is executed on the synthetic leather forefoot overlay and lightweight EVA midsole. The rest of the of upper is crafted from black and white textile on the quarter panel and toe box, along with a black suede heel overlay marked with dual Saucony and Acribik branding.",0,0
500.0,men,215c8d5d-9015-4855-8c74-074abfaf86f8,https://image.goat.com/attachments/product_template_pictures/images/056/843/023/original/1023A061_200.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/843/023/original/1023A061_200.png.png,, https://flightclub.com/bape-x-gel-1090-camo-1023a061-200,https://goat.com/sneakers/bape-x-gel-1090-camo-1023a061-200,BAPE x Gel 1090 'Camo',Aloe/Bengal Orange,2021-06-26,2021,0.0,Gel 1090,1023A061-200,,0,0
130.0,infant,2a053c12-a26e-47a0-9913-2cc0e108f5e9,https://image.goat.com/attachments/product_template_pictures/images/056/825/881/original/787632_00.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/825/881/original/787632_00.png.png,https://stockx.com/adidas-yeezy-450-dark-slate-infant, https://flightclub.com/yeezy-450-infants-dark-slate-gy5370, https://goat.com/sneakers/yeezy-450-infants-dark-slate-gy5370,adidas Yeezy 450 Dark Slate (Infant),Dark Slate/Dark Slate/Dark Slate,2021-06-26,2021,120.0,Yeezy 450,GY5370,"The adidas Yeezy 450 Infants ‘Dark Slate’ treats Kanye West’s futuristic silhouette to a stealthy finish. This scaled-down version for little feet makes use of a charcoal grey knit upper, accented with a subtle brownish tone along the heel. Lace-up closure combines with an elastic cuff to provide a snug, comfortable fit. The sneaker rides on a solid black EVA midsole, highlighted by tapered ‘fingers’ that wrap up the side panels. Exterior branding is limited to an adidas logo hit on the wavy outsole.",0,0
230.0,men,2ddb1622-e100-4188-9f9c-618946f0b89c,https://image.goat.com/attachments/product_template_pictures/images/056/696/944/original/M920GKR_2E.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/696/944/original/M920GKR_2E.png.png,, https://flightclub.com/920-made-in-england-2e-wide-grey-black-m920gkr-2e,https://goat.com/sneakers/920-made-in-england-2e-wide-grey-black-m920gkr-2e,920 Made In England 2E Wide 'Grey Black',Grey/Black,2021-06-26,2021,230.0,920,M920GKR-2E,,0,0
230.0,men,31e3d6b3-3c4a-4372-a70e-79191c34f2c8,https://image.goat.com/attachments/product_template_pictures/images/056/696/945/original/M920GKR_4E.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/696/945/original/M920GKR_4E.png.png,, https://flightclub.com/920-made-in-england-4e-wide-grey-black-m920gkr-4e,https://goat.com/sneakers/920-made-in-england-4e-wide-grey-black-m920gkr-4e,920 Made In England 4E Wide 'Grey Black',Grey/Black,2021-06-26,2021,230.0,920,M920GKR-4E,,0,0
90.0,women,372c0f5c-2974-4118-a11a-ef57f8b6353b,"https://images.stockx.com/images/Puma-Mayze-Gum-Brown-W.jpg?fit=fill&bg=FFFFFF&w=500&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1624986609","https://images.stockx.com/images/Puma-Mayze-Gum-Brown-W.jpg?fit=fill&bg=FFFFFF&w=200&h=200&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1624986609",https://stockx.com/puma-mayze-gum-brown-w,,,Puma Mayze Gum Brown (W),Brown/Fudge,2021-06-26,2021,90.0,Puma Mayze Gum,381887-02,,0,0
249.0,men,3c114757-8497-4eb3-8bb2-bef1da69551b,https://image.goat.com/attachments/product_template_pictures/images/056/843/133/original/GV7349.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/843/133/original/GV7349.png.png,, https://flightclub.com/the-simpsons-x-adilette-comfort-slides-bart-gv7349,https://goat.com/sneakers/the-simpsons-x-adilette-comfort-slides-bart-gv7349,The Simpsons x Adilette Comfort Slides 'Bart',Core Black/Cloud White/Core Black,2021-06-26,2021,35.0,Adilette,GV7349,,0,0
60.0,youth,3fa2294b-460a-4549-b5da-488cba13e533,https://image.goat.com/attachments/product_template_pictures/images/056/696/911/original/DM3984_001.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/696/911/original/DM3984_001.png.png,, https://flightclub.com/downshifter-11-se-ps-black-dynamic-turquoise-dm3984-001,https://goat.com/sneakers/downshifter-11-se-ps-black-dynamic-turquoise-dm3984-001,Downshifter 11 SE PS 'Black Dynamic Turquoise',Black/Dynamic Turquoise/Team Red/Hyper Pink,2021-06-26,2021,60.0,Downshifter,DM3984-001,,0,0
108.0,men,43444c93-f03d-42d5-95fa-0d58ae4b46ab,https://image.goat.com/attachments/product_template_pictures/images/056/826/092/original/787956_00.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/826/092/original/787956_00.png.png,https://stockx.com/reebok-classic-leather-bronze-56k, https://flightclub.com/bronze-56k-x-classic-leather-new-york-knicks-gz3878, https://goat.com/sneakers/bronze-56k-x-classic-leather-new-york-knicks-gz3878,Reebok Classic Leather Bronze 56K,Chalk/Classic Cobalt/Slam Orange,2021-06-26,2021,120.0,Reebok Classic,GZ3878,"Conceived in collaboration with the New York-based skate brand, the Bronze 56K x Reebok Classic Leather ‘New York Knicks’ features a familiar color scheme inspired by New York’s storied NBA franchise. The retro silhouette makes use of a bright blue nylon upper with white suede overlays and orange leather side stripes. Alongside a throwback Union Jack emblem, ‘Bronze’ is printed on the lateral-side logo window. Additional Bronze 56K branding lands on the sockliner and woven tongue tag. The sneaker rides on a full-length EVA midsole.",0,0
150.0,men,4d476b29-5f9c-44dd-9fe5-f182b7b21a12,"https://images.stockx.com/images/adidas-Samba-x-END-x-Neighborhood.jpg?fit=fill&bg=FFFFFF&w=500&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1624470154","https://images.stockx.com/images/adidas-Samba-x-END-x-Neighborhood.jpg?fit=fill&bg=FFFFFF&w=200&h=200&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1624470154",https://stockx.com/adidas-samba-end-neighborhood,,,adidas Samba End Neighborhood,Core Black/Leopard/Core Black,2021-06-26,2021,160.0,adidas Samba,211ADADN-FWM02S,,0,0
125.0,women,543565ac-1da2-4276-b8d8-75a7d38f8d4b,https://image.goat.com/attachments/product_template_pictures/images/056/004/226/original/763291_00.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/004/226/original/763291_00.png.png,https://stockx.com/nike-dunk-high-sail-crimson-tint-w, https://flightclub.com/wmns-dunk-high-crimson-tint-dd1869-104, https://goat.com/sneakers/wmns-dunk-high-crimson-tint-dd1869-104,Nike Dunk High Sail Crimson Tint (W),Sail/Crimson Tint-Sail,2021-06-26,2021,110.0,Dunk,DD1869-104,"The Nike women’s Dunk High ‘Crimson Tint’ showcases a delicate palette that adheres to the traditional color blocking established with the debut ‘Be True to Your School’ series from 1985. The high-top is clad in white leather with contrasting overlays in a creamy pink hue. Traditional Nike branding decorates the sockliner and the woven tag stitched onto the nylon tongue. The two-tone dynamic is repeated on the sneaker’s tooling, featuring white sidewalls and a pastel-hued rubber outsole originally designed to grip the hardwood.",0,0
277.0,men,5e233dd5-457c-43cc-9ab8-51a845b70c7c,https://image.goat.com/attachments/product_template_pictures/images/056/193/727/original/743875_00.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/193/727/original/743875_00.png.png,, https://flightclub.com/yeezy-450-dark-slate-yzy-450-dark-slate,https://goat.com/sneakers/yeezy-450-dark-slate-yzy-450-dark-slate,Yeezy 450 'Dark Slate',Dark Slate/Dark Slate/Dark Slate,2021-06-26,2021,200.0,Yeezy 450,GY5368,"The adidas Yeezy 450 ‘Dark Slate’ delivers a blacked-out iteration of Kanye West’s boundary-pushing silhouette. Stripped of color and exterior branding, the knit upper is secured with an integrated lacing system and topped with an elastic, sock-like cuff. In lieu of a traditional midsole, the rubber outsole sprouts tapered appendages that wrap up the heel and side panels of the deconstructed build, providing support and enhanced durability within its grasp.",0,0
289.0,men,5fdb6928-2b0e-4e8e-afc7-f57f4ee07c6a,https://image.goat.com/attachments/product_template_pictures/images/056/426/060/original/GX5141.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/426/060/original/GX5141.png.png,https://stockx.com/reebok-classic-leather-tabi-maison-margiela-project-0-natural-beige, https://flightclub.com/maison-margiela-x-classic-leather-tabi-natural-gx5141, https://goat.com/sneakers/maison-margiela-x-classic-leather-tabi-natural-gx5141,Reebok Classic Leather Tabi Maison Margiela Project 0 Natural Beige,Beige/White/Black,2021-06-26,2021,300.0,Reebok Classic,GX5141,,0,0
168.0,child,6fb2e5bf-e305-423a-a3bb-35a0a5b7e39a,https://image.goat.com/attachments/product_template_pictures/images/056/477/173/original/GY5369.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/477/173/original/GY5369.png.png,https://stockx.com/adidas-yeezy-450-dark-slate-kids, https://flightclub.com/yeezy-450-kids-dark-slate-gy5369, https://goat.com/sneakers/yeezy-450-kids-dark-slate-gy5369,adidas Yeezy 450 Dark Slate (Kids),Dark Slate/Dark Slate/Dark Slate,2021-06-26,2021,140.0,Yeezy 450,GY5369,"The adidas Yeezy 450 Kids ‘Dark Slate’ updates Kanye West’s avant-garde design with a subdued, murky finish. A charcoal grey finish is applied to the heavyweight knit upper, featuring a subtle hit of brown on the heel. Rope laces and an elastic sock-like cuff combine for a secure fit. The sneaker’s defining feature is a black EVA midsole with a cage-like structure that gives the shoe its unique look. The wavy outsole is marked with an adidas logo under the toe.",0,0
45.0,infant,7916bc01-5a0a-40a3-a35d-1c1e352c2cab,https://image.goat.com/attachments/product_template_pictures/images/056/696/895/original/CZ3967_011.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/696/895/original/CZ3967_011.png.png,, https://flightclub.com/downshifter-11-td-black-volt-cz3967-011,https://goat.com/sneakers/downshifter-11-td-black-volt-cz3967-011,Downshifter 11 TD 'Black Volt',Dark Smoke Grey/Black/White/Volt,2021-06-26,2021,45.0,Downshifter,CZ3967-011,,0,0
205.0,men,8af5c6f4-6595-4544-9549-e70ba3cb4db3,https://image.goat.com/attachments/product_template_pictures/images/056/697/213/original/MS327RF1.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/697/213/original/MS327RF1.png.png,, https://flightclub.com/327-moonbeam-ms327rf1,https://goat.com/sneakers/327-moonbeam-ms327rf1,327 'Moonbeam',Moonbeam/White,2021-06-26,2021,100.0,327,MS327RF1,,0,0
160.0,men,932ef1eb-3392-4cb7-b496-114e2dd1b363,https://image.goat.com/attachments/product_template_pictures/images/056/696/928/original/GY5542.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/696/928/original/GY5542.png.png,, https://flightclub.com/gamemode-knit-fg-save-the-planet-gy5542,https://goat.com/sneakers/gamemode-knit-fg-save-the-planet-gy5542,Gamemode Knit FG 'Save The Planet',Semi Screaming Green/Cloud White/Screaming Green,2021-06-26,2021,100.0,Gamemode,GY5542,,0,0
205.0,men,97e136f6-fe40-4977-ab5f-bcd21b0d24d4,https://image.goat.com/attachments/product_template_pictures/images/056/696/950/original/MS327RE1.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/696/950/original/MS327RE1.png.png,, https://flightclub.com/327-black-slate-ms327re1,https://goat.com/sneakers/327-black-slate-ms327re1,327 'Black Slate',Black/Slate,2021-06-26,2021,100.0,327,MS327RE1,,0,0
90.0,women,9b900353-c54f-43f2-b632-d57d9815e0db,"https://images.stockx.com/images/Puma-Mayze-Gum-Green-W.jpg?fit=fill&bg=FFFFFF&w=500&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1624986609","https://images.stockx.com/images/Puma-Mayze-Gum-Green-W.jpg?fit=fill&bg=FFFFFF&w=200&h=200&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1624986609",https://stockx.com/puma-mayze-gum-green-w,,,Puma Mayze Gum Green (W),Green/Covert Green,2021-06-26,2021,90.0,Puma Mayze Gum,381887-01,,0,0
269.0,men,9c41c5dc-b7ba-4dab-b4ab-9d6c6f1aea98,https://image.goat.com/attachments/product_template_pictures/images/056/426/061/original/GX5142.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/426/061/original/GX5142.png.png,https://stockx.com/reebok-club-c-tl-maison-margiela-project-0-natural-beige, https://flightclub.com/maison-margiela-x-club-c-tan-gx5142, https://goat.com/sneakers/maison-margiela-x-club-c-tan-gx5142,Reebok Club C TL Maison Margiela Project 0 Natural Beige,Beige/White/Black,2021-06-26,2021,300.0,Club C,GX5142,,0,0
192.0,men,a12bba45-7893-4dc3-a49f-a817ae4f6c60,https://image.goat.com/attachments/product_template_pictures/images/054/977/892/original/COLOR_SKATES_DUNK_SB.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/054/977/892/original/COLOR_SKATES_DUNK_SB.png.png,https://stockx.com/nike-sb-dunk-high-color-skates-kebab-and-destroy, https://flightclub.com/color-skates-x-dunk-high-sb-kebab-and-destroy-color-skates-dunk-sb, https://goat.com/sneakers/color-skates-x-dunk-high-sb-kebab-and-destroy-color-skates-dunk-sb,Nike SB Dunk High Color Skates Kebab and Destroy,Light Green/Tan/Brown-Red,2021-06-26,2021,120.0,Dunk SB,CZ2205-700,"Crafted in partnership with the Athens-based skate shop, the Color Skates x Nike Dunk High SB ‘Kebab and Destroy’ takes inspiration from a mainstay of Greek cuisine: the gyro. The tan suede upper represents the pita wrap, the white leather toe box symbolizes tzatziki sauce, and the brown elephant-print heel overlay gives the nod to the protein component. Tomato-red accents land on the laces and leather Swoosh. Color Skates’ logo adorns the lateral heel of the left shoe, while the right features an embroidered gyro graphic. The same artwork is repeated on the custom insole, featuring Zoom Air cushioning in the heel and accompanying ‘All In’ text on the left shoe. ‘Kebab and Destroy’ is printed on the interior tongue tag.",0,0
150.0,men,a2f95576-e880-43ea-a5a5-edaaf0afa61d,"https://images.stockx.com/images/adidas-Campus-x-END-x-Neighborhood.jpg?fit=fill&bg=FFFFFF&w=500&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1624470148","https://images.stockx.com/images/adidas-Campus-x-END-x-Neighborhood.jpg?fit=fill&bg=FFFFFF&w=200&h=200&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1624470148",https://stockx.com/adidas-campus-end-neighborhood,,,adidas Campus End Neighborhood,Leopard/Core Black/Footwear White,2021-06-26,2021,170.0,adidas Campus,211ADADN-FWM01S,,0,0
100.0,men,a73866ac-7a31-46bb-8a9a-4b5d4d94e181,https://image.goat.com/attachments/product_template_pictures/images/056/696/948/original/MS327RE1_2E.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/696/948/original/MS327RE1_2E.png.png,, https://flightclub.com/327-2e-wide-black-slate-ms327re1-2e,https://goat.com/sneakers/327-2e-wide-black-slate-ms327re1-2e,327 2E Wide 'Black Slate',Black/Slate,2021-06-26,2021,100.0,327,MS327RE1-2E,,0,0
100.0,men,a7677cba-0337-487a-b50e-248b641da2b8,https://image.goat.com/attachments/product_template_pictures/images/056/696/949/original/MS327RE1_4E.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/696/949/original/MS327RE1_4E.png.png,, https://flightclub.com/327-4e-wide-black-slate-ms327re1-4e,https://goat.com/sneakers/327-4e-wide-black-slate-ms327re1-4e,327 4E Wide 'Black Slate',Black/Slate,2021-06-26,2021,100.0,327,MS327RE1-4E,,0,0
75.0,infant,acb3b448-03e9-4d36-a93b-5da868a9a456,https://image.goat.com/attachments/product_template_pictures/images/056/696/881/original/943827_403.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/696/881/original/943827_403.png.png,, https://flightclub.com/sunray-protect-2-td-signal-blue-943827-403,https://goat.com/sneakers/sunray-protect-2-td-signal-blue-943827-403,Sunray Protect 2 TD 'Signal Blue',Signal Blue/Blue Void/Black/White,2021-06-26,2021,36.0,Sunray Protect 2,943827-403,,0,0
97.0,men,b4b94f9d-6413-45e4-972c-c0f2312ce986,https://image.goat.com/attachments/product_template_pictures/images/056/304/343/original/GZ8367.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/304/343/original/GZ8367.png.png,https://stockx.com/adidas-tyshawn-low-collegiate-green, https://flightclub.com/tyshawn-low-white-collegiate-green-gz8367, https://goat.com/sneakers/tyshawn-low-white-collegiate-green-gz8367,adidas Tyshawn Low Collegiate Green,Cloud White/Collegiate Green/Gold Metallic,2021-06-26,2021,85.0,Tyshawn,GZ8367,,0,0
245.0,men,ca91ba5b-9b87-4b2d-a3da-3c48dec69e44,https://image.goat.com/attachments/product_template_pictures/images/056/696/946/original/M920GKR.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/696/946/original/M920GKR.png.png,, https://flightclub.com/920-made-in-england-grey-black-m920gkr,https://goat.com/sneakers/920-made-in-england-grey-black-m920gkr,920 Made In England 'Grey Black',Grey/Black,2021-06-26,2021,230.0,920,M920GKR,,0,0
100.0,men,e04467a8-6cab-4c3d-9c69-f743dee282b9,https://image.goat.com/attachments/product_template_pictures/images/056/696/952/original/MS327RF1_4E.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/696/952/original/MS327RF1_4E.png.png,, https://flightclub.com/327-4e-wide-moonbeam-ms327rf1-4e,https://goat.com/sneakers/327-4e-wide-moonbeam-ms327rf1-4e,327 4E Wide 'Moonbeam',Moonbeam/White,2021-06-26,2021,100.0,327,MS327RF1-4E,,0,0
155.0,men,fdf45c14-1e36-4399-832f-016204abcf88,https://image.goat.com/attachments/product_template_pictures/images/056/826/031/original/787955_00.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/826/031/original/787955_00.png.png,https://stockx.com/reebok-answer-iv-bronze-56k, https://flightclub.com/bronze-56k-x-answer-4-only-the-strong-survive-gz3877, https://goat.com/sneakers/bronze-56k-x-answer-4-only-the-strong-survive-gz3877,Reebok Answer IV Bronze 56K,Chalk/White/Classic Cobalt,2021-06-26,2021,160.0,Answer 4,GZ3877,"Crafted in partnership with the New York-based skate brand, the Bronze 56K x Reebok Answer 4 ‘Only The Strong Survive’ dresses Allen Iverson’s signature shoe with a soft white leather upper. Embroidered blue dice graphics enliven the zippered shroud, while dual Reebok and Bronze branding adorns the tongue. Lightweight cushioning arrives via a DMX foam midsole. Underfoot, the gum rubber outsole is stabilized with a TPU midfoot shank and inscribed with text that reads ‘Only the Strong Survive.’",0,0
