estimatedMarketValue,gender,id,image,thumbnail,link1,link2,link3,name,colorway,releaseDate,releaseYear,retailPrice,silhouette,sku,story,NZDvalue,USDvalue
100.0,women,335aa744-95b9-43e8-a198-8ce6d670daa8,https://image.goat.com/attachments/product_template_pictures/images/056/696/961/original/WS327LE1_D.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/696/961/original/WS327LE1_D.png.png,, https://flightclub.com/wmns-327-wide-storm-blue-deep-sky-ws327le1-d,https://goat.com/sneakers/wmns-327-wide-storm-blue-deep-sky-ws327le1-d,Wmns 327 Wide 'Storm Blue Deep Sky',Storm Blue/Deep Sky,2021-06-23,2021,100.0,327,WS327LE1-D,,0,0
80.0,women,33c12805-b1b6-45a2-a4d4-98c755d666e6,https://image.goat.com/attachments/product_template_pictures/images/056/501/913/original/WROAVMS.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/501/913/original/WROAVMS.png.png,, https://flightclub.com/wmns-fresh-foam-roav-moon-dust-leopard-wroavms,https://goat.com/sneakers/wmns-fresh-foam-roav-moon-dust-leopard-wroavms,Wmns Fresh Foam Roav 'Moon Dust Leopard',Moon Dust/Steel,2021-06-23,2021,80.0,Fresh Foam Roav,WROAVMS,,0,0
145.0,youth,540d0b66-e2b1-4e21-9832-4062e71e33a1,https://image.goat.com/attachments/product_template_pictures/images/056/501/818/original/DD9717_001.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/501/818/original/DD9717_001.png.png,, https://flightclub.com/air-max-270-ps-black-ghost-green-dd9717-001,https://goat.com/sneakers/air-max-270-ps-black-ghost-green-dd9717-001,Air Max 270 PS 'Black Ghost Green',Black/Light Photo Blue/Fireberry/Ghost Green,2021-06-23,2021,110.0,Air Max 270,DD9717-001,,0,0
120.0,youth,573817c9-71aa-4992-bef3-a684adabf07f,https://image.goat.com/attachments/product_template_pictures/images/056/501/853/original/GZ9127.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/501/853/original/GZ9127.png.png,, https://flightclub.com/racer-tr21-j-black-carbon-gz9127,https://goat.com/sneakers/racer-tr21-j-black-carbon-gz9127,Racer TR21 J 'Black Carbon',Core Black/Core Black/Carbon,2021-06-23,2021,60.0,Racer TR21,GZ9127,,0,0
94.0,men,75db611d-66ea-408d-af5e-67326ee82720,"https://images.stockx.com/images/Puma-Wild-Rider-Vintage-Future-Blue.jpg?fit=fill&bg=FFFFFF&w=500&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1624986626","https://images.stockx.com/images/Puma-Wild-Rider-Vintage-Future-Blue.jpg?fit=fill&bg=FFFFFF&w=200&h=200&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1624986626",https://stockx.com/puma-wild-rider-vintage-future-blue,,,Puma Wild Rider Vintage Future Blue,Blue/Future Blue/Bluemazing,2021-06-23,2021,110.0,Puma Wild Rider Vintage,381595-01,,0,0
90.0,women,7819384e-cc3b-43fb-87ed-c24c1ca3b3b1,https://image.goat.com/attachments/product_template_pictures/images/055/795/866/original/GZ8070.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/055/795/866/original/GZ8070.png.png,, https://flightclub.com/wmns-sleek-mid-black-white-gz8070,https://goat.com/sneakers/wmns-sleek-mid-black-white-gz8070,Wmns Sleek Mid 'Black White',Core Black/Crystal White/Gold Metallic,2021-06-23,2021,90.0,Sleek,GZ8070,,0,0
205.0,women,86c0c282-f152-4b33-9177-cf6b17f61b14,https://image.goat.com/attachments/product_template_pictures/images/056/501/908/original/WROAVBV_D.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/501/908/original/WROAVBV_D.png.png,, https://flightclub.com/wmns-fresh-foam-roav-wide-black-leopard-wroavbv-d,https://goat.com/sneakers/wmns-fresh-foam-roav-wide-black-leopard-wroavbv-d,Wmns Fresh Foam Roav Wide 'Black Leopard',Black/Vivid Coral,2021-06-23,2021,80.0,Fresh Foam Roav,WROAVBV-D,,0,0
190.0,men,897beb89-641c-46de-bc2e-1e95125354c1,https://image.goat.com/attachments/product_template_pictures/images/056/620/683/original/1201A367_001.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/620/683/original/1201A367_001.png.png,, https://flightclub.com/gel-venture-180-black-orange-1201a367-001,https://goat.com/sneakers/gel-venture-180-black-orange-1201a367-001,Gel Venture 180 'Black Orange',Black/Black,2021-06-23,2021,120.0,Gel Venture,1201A367-001,,0,0
190.0,men,90b6d034-39f4-4127-81b6-ff23ef43102c,https://image.goat.com/attachments/product_template_pictures/images/056/620/690/original/1201A369_003.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/620/690/original/1201A369_003.png.png,, https://flightclub.com/gel-quantum-180-3-mx-black-pure-silver-1201a369-003,https://goat.com/sneakers/gel-quantum-180-3-mx-black-pure-silver-1201a369-003,Gel Quantum 180 3 MX 'Black Pure Silver',Black/Pure Silver,2021-06-23,2021,120.0,Gel Quantum 180,1201A369-003,,0,0
115.0,youth,94f6249e-fa80-464e-875c-13f185b12e4f,https://image.goat.com/attachments/product_template_pictures/images/056/501/840/original/GV9938.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/501/840/original/GV9938.png.png,, https://flightclub.com/eq21-run-velcro-j-legend-ink-gv9938,https://goat.com/sneakers/eq21-run-velcro-j-legend-ink-gv9938,EQ21 Run Velcro J 'Legend Ink',Legend Ink/Sonic Ink/Solar Gold,2021-06-23,2021,55.0,EQ21 Run,GV9938,,0,0
120.0,youth,af6ab086-5abd-4754-a06c-6a7687631bb3,https://image.goat.com/attachments/product_template_pictures/images/056/501/858/original/H04211.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/501/858/original/H04211.png.png,, https://flightclub.com/racer-tr21-j-black-sonic-ink-h04211,https://goat.com/sneakers/racer-tr21-j-black-sonic-ink-h04211,Racer TR21 J 'Black Sonic Ink',Core Black/Cloud White/Sonic Ink,2021-06-23,2021,60.0,Racer TR21,H04211,,0,0
210.0,women,bff001e3-5d7d-463a-a735-fa249e5dfb9e,https://image.goat.com/attachments/product_template_pictures/images/056/620/663/original/1042A072_101.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/620/663/original/1042A072_101.png.png,, https://flightclub.com/wmns-gel-resolution-8-white-black-1042a072-101,https://goat.com/sneakers/wmns-gel-resolution-8-white-black-1042a072-101,Wmns Gel Resolution 8 'White Black',White/Black,2021-06-23,2021,140.0,Gel Resolution,1042A072-101,,0,0
120.0,women,c3869134-1416-429c-b4a5-d97eb362570f,https://image.goat.com/attachments/product_template_pictures/images/056/501/657/original/1012A888_019.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/501/657/original/1012A888_019.png.png,, https://flightclub.com/wmns-gel-cumulus-23-black-blazing-coral-1012a888-019,https://goat.com/sneakers/wmns-gel-cumulus-23-black-blazing-coral-1012a888-019,Wmns Gel Cumulus 23 'Black Blazing Coral',Black/Blazing Coral,2021-06-23,2021,120.0,Gel Cumulus,1012A888-019,,0,0
205.0,women,c4452ead-f9f5-4160-9d1f-b31db057d86b,https://image.goat.com/attachments/product_template_pictures/images/056/501/911/original/WROAVMS_D.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/501/911/original/WROAVMS_D.png.png,, https://flightclub.com/wmns-fresh-foam-roav-wide-moon-dust-leopard-wroavms-d,https://goat.com/sneakers/wmns-fresh-foam-roav-wide-moon-dust-leopard-wroavms-d,Wmns Fresh Foam Roav Wide 'Moon Dust Leopard',Moon Dust/Steel,2021-06-23,2021,80.0,Fresh Foam Roav,WROAVMS-D,,0,0
205.0,women,c4d6b756-bf3b-40e6-b93e-1e4c78b1f72c,https://image.goat.com/attachments/product_template_pictures/images/056/501/909/original/WROAVBV.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/501/909/original/WROAVBV.png.png,, https://flightclub.com/wmns-fresh-foam-roav-black-leopard-wroavbv,https://goat.com/sneakers/wmns-fresh-foam-roav-black-leopard-wroavbv,Wmns Fresh Foam Roav 'Black Leopard',Black/Vivid Coral,2021-06-23,2021,80.0,Fresh Foam Roav,WROAVBV,,0,0
80.0,women,c9f4a594-9017-4ba2-8138-dc07085df267,https://image.goat.com/attachments/product_template_pictures/images/056/501/910/original/WROAVMS_2E.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/501/910/original/WROAVMS_2E.png.png,, https://flightclub.com/wmns-fresh-foam-roav-2e-wide-moon-dust-leopard-wroavms-2e,https://goat.com/sneakers/wmns-fresh-foam-roav-2e-wide-moon-dust-leopard-wroavms-2e,Wmns Fresh Foam Roav 2E Wide 'Moon Dust Leopard',Moon Dust/Steel,2021-06-23,2021,80.0,Fresh Foam Roav,WROAVMS-2E,,0,0
140.0,women,d35f99e4-95b6-45bd-a441-bf2112a54fc4,https://image.goat.com/attachments/product_template_pictures/images/056/620/666/original/1042A072_401.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/620/666/original/1042A072_401.png.png,, https://flightclub.com/wmns-gel-resolution-8-peacoat-1042a072-401,https://goat.com/sneakers/wmns-gel-resolution-8-peacoat-1042a072-401,Wmns Gel Resolution 8 'Peacoat',Peacoat/White,2021-06-23,2021,140.0,Gel Resolution,1042A072-401,,0,0
135.0,youth,d9bbaa19-61a0-469f-bdbd-30584a75b223,https://image.goat.com/attachments/product_template_pictures/images/056/501/823/original/DJ4605_100.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/501/823/original/DJ4605_100.png.png,, https://flightclub.com/air-max-270-ps-white-hyper-jade-dj4605-100,https://goat.com/sneakers/air-max-270-ps-white-hyper-jade-dj4605-100,Air Max 270 PS 'White Hyper Jade',White/Black/Light Graphite/Hyper Jade,2021-06-23,2021,100.0,Air Max 270,DJ4605-100,,0,0
70.0,men,da0237c9-768a-4e41-9c70-48b086d3faf9,https://image.goat.com/attachments/product_template_pictures/images/056/501/799/original/CW1627_001.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/501/799/original/CW1627_001.png.png,, https://flightclub.com/air-max-bolt-ps-triple-black-cw1627-001,https://goat.com/sneakers/air-max-bolt-ps-triple-black-cw1627-001,Air Max Bolt PS 'Triple Black',Black/Black/Black,2021-06-23,2021,70.0,Air Max Bolt,CW1627-001,,0,0
190.0,women,ddc99c1d-46f2-410e-b1a9-d13a30f2b8c4,https://image.goat.com/attachments/product_template_pictures/images/056/620/694/original/1202A239_101.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/620/694/original/1202A239_101.png.png,, https://flightclub.com/wmns-gel-quantum-180-white-mist-1202a239-101,https://goat.com/sneakers/wmns-gel-quantum-180-white-mist-1202a239-101,Wmns Gel Quantum 180 'White Mist',White/Mist,2021-06-23,2021,120.0,Gel Quantum 180,1202A239-101,,0,0
122.0,men,eeb9651c-1ca2-43bb-a1bb-4ef86e57945f,https://image.goat.com/attachments/product_template_pictures/images/056/620/893/original/H02746.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/620/893/original/H02746.png.png,, https://flightclub.com/zig-kinetica-2-chalk-semi-solar-gold-h02746,https://goat.com/sneakers/zig-kinetica-2-chalk-semi-solar-gold-h02746,Zig Kinetica 2 'Chalk Semi Solar Gold',Chalk/Stucco/Semi Solar Gold,2021-06-23,2021,120.0,Zig Kinetica 2,H02746,,0,0
85.0,men,f076b0cb-abf2-4dcc-8354-0f2f9cfb4378,https://image.goat.com/attachments/product_template_pictures/images/056/749/470/original/DH1039_300.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/749/470/original/DH1039_300.png.png,https://stockx.com/nike-acg-air-deschutz-sig-zane, https://flightclub.com/sig-zane-x-acg-air-deschutz-olive-canvas-dh1039-300, https://goat.com/sneakers/sig-zane-x-acg-air-deschutz-olive-canvas-dh1039-300,Nike ACG Air Deschutz Sig Zane,Olive Canvas/Black,2021-06-23,2021,85.0,ACG Air Deschutz,DH1039-300,,0,0
180.0,men,f0880e2d-2722-43b0-9893-e187acedaf0e,https://image.goat.com/attachments/product_template_pictures/images/056/477/094/original/1011B291_020.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/477/094/original/1011B291_020.png.png,, https://flightclub.com/gel-kayano-28-platinum-1011b291-020,https://goat.com/sneakers/gel-kayano-28-platinum-1011b291-020,Gel Kayano 28 'Platinum',Glacier Grey/White,2021-06-23,2021,180.0,Gel Kayano,1011B291-020,,0,0
145.0,men,f87de1ce-26ef-492c-8d2e-8182047a0f97,https://image.goat.com/attachments/product_template_pictures/images/056/501/848/original/GY5019.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/501/848/original/GY5019.png.png,, https://flightclub.com/fluidflash-white-solar-red-gy5019,https://goat.com/sneakers/fluidflash-white-solar-red-gy5019,Fluidflash 'White Solar Red',Cloud White/Cloud White/Solar Red,2021-06-23,2021,85.0,Fluidflash,GY5019,,0,0
122.0,men,fe7140de-fcde-4a8f-ae01-6f926fa2615f,https://image.goat.com/attachments/product_template_pictures/images/056/825/761/original/786204_00.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/825/761/original/786204_00.png.png,https://stockx.com/adidas-boston-super-x-marathon-yara-shahidi, https://flightclub.com/yara-shahidi-x-boston-super-marathon-forest-night-yellow-gw3237, https://goat.com/sneakers/yara-shahidi-x-boston-super-marathon-forest-night-yellow-gw3237,adidas Boston Super X Marathon Yara Shahidi,Forest Night/Yellow/Halo Amber,2021-06-23,2021,100.0,Boston Super,GW3237,"Launching as part of a larger collection with the actress and activist, the Yara Shahidi x adidas Boston Super Marathon ‘Forest Night Yellow’ debuts a hybrid silhouette that blends details from two classic runners, the Boston Super and Marathon. A dark green hue is executed on the upper, crafted from textile with tonal suede overlays and contrasting yellow leather three-stripes. Underfoot, the rubber outsole features high-traction lugs in the shape of adidas Trefoils.",0,0
239.0,men,14742683-b195-4b61-8e96-83f7f09f1e31,https://image.goat.com/attachments/product_template_pictures/images/054/436/488/original/763293_00.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/054/436/488/original/763293_00.png.png,https://stockx.com/nike-dunk-low-retro-prm-animal-pack-giraffe, https://flightclub.com/dunk-low-premium-giraffe-dh7913-200, https://goat.com/sneakers/dunk-low-premium-giraffe-dh7913-200,Nike Dunk Low Retro PRM Animal Pack Giraffe/Cheetah,Beach/Baroque Brown-Canvas-Sail,2021-06-22,2021,110.0,Dunk,DH7913-200,"Releasing as one-half of the two-piece ‘Animal Pack,’ the Nike Dunk Low Premium ‘Cheetah’ updates the vintage silhouette with a cream-colored leather upper. Tonal suede overlays are embellished with a subtle cheetah print, while contrasting brown accents make their way to the collar lining, leather Swoosh and heel tab, featuring an embroidered Nike wordmark. Additional Nike branding lands on the sockliner and a woven tag stitched atop a lightly padded nylon tongue.",0,0
82.0,men,179f6cc8-3ed1-43cd-8781-62333897ea24,https://image.goat.com/attachments/product_template_pictures/images/056/477/169/original/GX7568.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/477/169/original/GX7568.png.png,, https://flightclub.com/classic-leather-legacy-az-stucco-silver-metallic-gx7568,https://goat.com/sneakers/classic-leather-legacy-az-stucco-silver-metallic-gx7568,Classic Leather Legacy AZ 'Stucco Silver Metallic',Core Black/Stucco/Silver Metallic,2021-06-22,2021,80.0,Reebok Classic Legacy,GX7568,,0,0
195.0,women,1a410bab-acce-4d8e-b036-400af129607d,https://image.goat.com/attachments/product_template_pictures/images/056/477/143/original/CW6066_600.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/477/143/original/CW6066_600.png.png,, https://flightclub.com/wmns-air-zoom-terra-kiger-7-light-soft-pink-magic-ember-cw6066-600,https://goat.com/sneakers/wmns-air-zoom-terra-kiger-7-light-soft-pink-magic-ember-cw6066-600,Wmns Air Zoom Terra Kiger 7 'Light Soft Pink Magic Ember',Light Soft Pink/Magic Ember/Aluminum/Bicoastal,2021-06-22,2021,140.0,Air Zoom Terra Kiger,CW6066-600,,0,0
155.0,women,1b446428-3a1f-49e0-9ee4-ae46dc122505,https://image.goat.com/attachments/product_template_pictures/images/056/425/952/original/571877C.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/425/952/original/571877C.png.png,, https://flightclub.com/natasha-cloud-x-wmns-run-star-hike-inspired-floral-pink-quartz-571877c,https://goat.com/sneakers/natasha-cloud-x-wmns-run-star-hike-inspired-floral-pink-quartz-571877c,Natasha Cloud x Wmns Run Star Hike Inspired 'Floral - Pink Quartz',Pink Quartz/Pink Quartz/White,2021-06-22,2021,110.0,Run Star,571877C,,0,0
115.0,men,1fc7cdfc-24c1-4909-9213-a0bc0ece8e5e,https://image.goat.com/attachments/product_template_pictures/images/056/501/885/original/SMF202P1.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/501/885/original/SMF202P1.png.png,, https://flightclub.com/202-sandal-pride-smf202p1,https://goat.com/sneakers/202-sandal-pride-smf202p1,202 Sandal 'Pride',Black/Yellow,2021-06-22,2021,45.0,202 Sandal,SMF202P1,,0,0
90.0,women,248d6438-cf28-4f65-acd8-ec7ce81ad04f,https://image.goat.com/attachments/product_template_pictures/images/056/477/181/original/H05680.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/477/181/original/H05680.png.png,, https://flightclub.com/wmns-adilette-lite-slide-pink-tint-h05680,https://goat.com/sneakers/wmns-adilette-lite-slide-pink-tint-h05680,Wmns Adilette Lite Slide 'Pink Tint',Pink Tint/Cloud White/Pink Tint,2021-06-22,2021,30.0,Adilette,H05680,"The adidas women’s Adilette Lite Slide ‘Pink Tint’ applies a subdued, pastel finish to a slip-on sandal built for all-day comfort. Synthetic leather is employed on the wide bandage-strap upper, featuring an oversized Trefoil logo in white. A soft textile lining, contoured footbed and EVA midsole all combine to deliver a smooth ride. The outsole is equipped with a diamond traction pattern that yields reliable traction on wet or dry surfaces.",0,0
280.0,women,26c32c1e-da19-4fb8-ab8f-4610450ce692,https://image.goat.com/attachments/product_template_pictures/images/056/477/205/original/W992FN.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/477/205/original/W992FN.png.png,, https://flightclub.com/wmns-992-made-in-usa-cork-w992fn,https://goat.com/sneakers/wmns-992-made-in-usa-cork-w992fn,Wmns 992 Made In USA 'Cork',Raw Silk/Maple,2021-06-22,2021,200.0,992,W992FN,,0,0
174.0,women,283005be-66b5-4f58-9533-25ef65d6b888,https://image.goat.com/attachments/product_template_pictures/images/056/501/661/original/1012A888_707.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/501/661/original/1012A888_707.png.png,, https://flightclub.com/wmns-gel-cumulus-23-smokey-rose-deep-mars-1012a888-707,https://goat.com/sneakers/wmns-gel-cumulus-23-smokey-rose-deep-mars-1012a888-707,Wmns Gel Cumulus 23 'Smokey Rose Deep Mars',Smokey Rose/Deep Mars,2021-06-22,2021,120.0,Gel Cumulus,1012A888-707,,0,0
89.0,youth,2cf9791c-90da-40bd-8ff4-c9584f6cc807,https://image.goat.com/attachments/product_template_pictures/images/055/795/761/original/640734_132.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/055/795/761/original/640734_132.png.png,, https://flightclub.com/air-jordan-1-mid-ps-tropical-twist-640734-132,https://goat.com/sneakers/air-jordan-1-mid-ps-tropical-twist-640734-132,Air Jordan 1 Mid PS 'Tropical Twist',White/Black/Tropical Twist,2021-06-22,2021,65.0,Air Jordan 1,640734-132,"Built for little kids, the Air Jordan 1 Mid PS ‘Tropical Twist’ highlights pastel accents on a classic silhouette inspired by Peter Moore’s original high-top design from 1985. The all-leather upper combines a crisp white base with a black forefoot overlay and bright turquoise hits on the Swoosh, heel overlay and collar flap, featuring Jordan Wings branding stamped in black on the lateral side. A rubber cupsole anchors the mid-top, underpinned by a grippy traction pattern tested by time.",0,0
150.0,women,2d0b20a9-06e7-4234-ab48-743552a56043,https://image.goat.com/attachments/product_template_pictures/images/056/477/170/original/GY0213.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/477/170/original/GY0213.png.png,, https://flightclub.com/wmns-hiit-2-black-white-gy0213,https://goat.com/sneakers/wmns-hiit-2-black-white-gy0213,Wmns HIIT 2 'Black White',Black/Footwear White/Pure Grey 5,2021-06-22,2021,90.0,HIIT,GY0213,,0,0
120.0,men,2d7bd0fd-3cc3-4853-9d2e-02c184c70eff,https://image.goat.com/attachments/product_template_pictures/images/056/501/648/original/1011B012_016.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/501/648/original/1011B012_016.png.png,, https://flightclub.com/gel-cumulus-23-black-glow-yellow-1011b012-016,https://goat.com/sneakers/gel-cumulus-23-black-glow-yellow-1011b012-016,Gel Cumulus 23 'Black Glow Yellow',Black/Glow Yellow,2021-06-22,2021,120.0,Gel Cumulus,1011B012-016,"The ASICS Gel Cumulus 23 ‘Black Glow Yellow’ features outlined tiger stripes on a lightweight runner named after fluffy cumulus clouds. Recycled content is incorporated into the black engineered mesh upper, designed to wrap around the foot with targeted areas of enhanced support or breathability. The lightweight build is mounted on a crisp white FlyteFoam midsole, with Gel cushioning in the heel for superior impact protection. A bright yellow rubber outsole provides durable traction.",0,0
113.0,men,3e08e393-65dc-4d20-970b-e46e45e85a60,https://image.goat.com/attachments/product_template_pictures/images/053/925/820/original/759091_00.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/053/925/820/original/759091_00.png.png,https://stockx.com/air-jordan-1-mid-igloo, https://flightclub.com/air-jordan-1-mid-island-green-554724-132, https://goat.com/sneakers/air-jordan-1-mid-island-green-554724-132,Jordan 1 Mid Tropical Twist Igloo,White/Black-Tropical Twist,2021-06-22,2021,115.0,Air Jordan 1,554724-132,"The Air Jordan 1 Mid ‘Tropical Twist’ injects a vibrant burst of color to a classic silhouette modeled after Peter Moore’s original high-top from 1985. The all-leather upper features a crisp white base with a contrasting black forefoot overlay and bright teal accents on the Swoosh, eyestay, heel overlay and collar flap, imprinted with a black Wings logo on the lateral side. Jumpman branding decorates the woven tongue tag. The mid-top rides on a rubber cupsole with encapsulated Nike Air cushioning in the heel.",0,0
205.0,men,4474f1dc-b560-4400-92a9-c4e391889c75,https://image.goat.com/attachments/product_template_pictures/images/056/477/186/original/M680LL7_4E.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/477/186/original/M680LL7_4E.png.png,, https://flightclub.com/fresh-foam-680v7-4e-wide-light-cyclone-m680ll7-4e,https://goat.com/sneakers/fresh-foam-680v7-4e-wide-light-cyclone-m680ll7-4e,Fresh Foam 680v7 4E Wide 'Light Cyclone',Light Cyclone/Ocean Grey,2021-06-22,2021,80.0,680,M680LL7-4E,,0,0
205.0,women,4b95b2dc-bcf6-4189-b362-1a2b84299c52,https://image.goat.com/attachments/product_template_pictures/images/056/477/200/original/W680LG7.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/477/200/original/W680LG7.png.png,, https://flightclub.com/wmns-fresh-foam-680v7-silver-thunder-w680lg7,https://goat.com/sneakers/wmns-fresh-foam-680v7-silver-thunder-w680lg7,Wmns Fresh Foam 680v7 'Silver Thunder',Silver/Thunder,2021-06-22,2021,80.0,680,W680LG7,"The New Balance women’s Fresh Foam 680v7 ‘Silver Thunder’ delivers cushioned comfort for beginner and casual runners. Grey engineered mesh makes up the composition of the upper, accented with a matching grey ‘N’ logo outlined in pink. A padded low-cut collar offers a comfortable fit, while a tonal no-sew overlay wraps around the toe for added durability. The streamlined build rests on a wedge-shaped Fresh Foam midsole, supported underfoot by a pink and yellow rubber outsole.",0,0
140.0,women,54a13cde-984e-4c5a-8aa2-5ece6bc67c21,https://image.goat.com/attachments/product_template_pictures/images/056/620/669/original/1042A072_601.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/620/669/original/1042A072_601.png.png,, https://flightclub.com/wmns-gel-resolution-8-fiery-red-1042a072-601,https://goat.com/sneakers/wmns-gel-resolution-8-fiery-red-1042a072-601,Wmns Gel Resolution 8 'Fiery Red',Fiery Red/White,2021-06-22,2021,140.0,Gel Resolution,1042A072-601,,0,0
115.0,infant,5959a13d-88b7-47c1-bb8f-d8c2b838a5f7,https://image.goat.com/attachments/product_template_pictures/images/056/477/142/original/CW1620_003.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/477/142/original/CW1620_003.png.png,, https://flightclub.com/react-live-td-black-cw1620-003,https://goat.com/sneakers/react-live-td-black-cw1620-003,React Live TD 'Black',Black/Dark Smoke Grey/White,2021-06-22,2021,60.0,React Live,CW1620-003,,0,0
190.0,men,5da0ca1a-02a1-4a3d-8b17-f2f1f72e7229,https://image.goat.com/attachments/product_template_pictures/images/056/620/688/original/1201A369_001.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/620/688/original/1201A369_001.png.png,, https://flightclub.com/gel-quantum-180-3-mx-black-1201a369-001,https://goat.com/sneakers/gel-quantum-180-3-mx-black-1201a369-001,Gel Quantum 180 3 MX 'Black',Black/Black,2021-06-22,2021,120.0,Gel Quantum 180,1201A369-001,,0,0
205.0,men,6049b6ba-3abd-4e0d-ab59-a62af8525c59,https://image.goat.com/attachments/product_template_pictures/images/056/477/188/original/M680LL7.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/477/188/original/M680LL7.png.png,, https://flightclub.com/fresh-foam-680v7-light-cyclone-m680ll7,https://goat.com/sneakers/fresh-foam-680v7-light-cyclone-m680ll7,Fresh Foam 680v7 'Light Cyclone',Light Cyclone/Ocean Grey,2021-06-22,2021,80.0,680,M680LL7,,0,0
155.0,men,656c9020-db76-4057-a944-de6da829b3a6,https://image.goat.com/attachments/product_template_pictures/images/056/620/671/original/1201A064_006.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/620/671/original/1201A064_006.png.png,, https://flightclub.com/gel-quantum-90-3-black-classic-red-1201a064-006,https://goat.com/sneakers/gel-quantum-90-3-black-classic-red-1201a064-006,Gel Quantum 90 3 'Black Classic Red',Black/Classic Red,2021-06-22,2021,85.0,Gel Quantum 90,1201A064-006,,0,0
150.0,women,6ad252b4-a44f-4880-93ce-dff106f00de8,https://image.goat.com/attachments/product_template_pictures/images/056/477/165/original/G55542.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/477/165/original/G55542.png.png,, https://flightclub.com/wmns-hiit-2-white-pink-pixel-mint-g55542,https://goat.com/sneakers/wmns-hiit-2-white-pink-pixel-mint-g55542,Wmns HIIT 2 'White Pink Pixel Mint',Footwear White/Pursuit Pink/Pixel Mint,2021-06-22,2021,90.0,HIIT,G55542,,0,0
200.0,women,706c514e-d63a-44c7-89b8-bd2d0eb8198f,https://image.goat.com/attachments/product_template_pictures/images/056/477/204/original/W992FN_D.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/477/204/original/W992FN_D.png.png,, https://flightclub.com/wmns-992-made-in-usa-wide-cork-w992fn-d,https://goat.com/sneakers/wmns-992-made-in-usa-wide-cork-w992fn-d,Wmns 992 Made In USA Wide 'Cork',Raw Silk/Maple,2021-06-22,2021,200.0,992,W992FN-D,"The New Balance women’s 992 Made In USA Wide ‘Cork’ delivers a neutral colorway of the running shoe originally released in 2006, coinciding with the 100th anniversary of the Boston brand. The upper combines recycled polyester Spinnex material with suede overlays in a muted beige hue. Reflective silver overlays are joined by genuine cork accents and brown leather detailing at the heel tab and tongue. Lightweight cushioning is provided by an ENCAP midsole with ABZORB SBS cushioning under the heel.",0,0
